id,account_id,active_topics,bps_plan,decline_rate,purchased_posts,declined_posts,last_purchase_at,other_info,plan_words,plan_name,primary_industry,queued_posts,submitted_posts,preferred_writers,state,recently_started_on,recently_canceled_on,current_lifetime_days
16454,26742,3,+Photo,0.3333333333333333,4,2,2018-04-17T00:00:00.000-06:00,"LawMaster provides industry-leading practice management technology that upgrades the productivity and performance of law firms. Our intelligent solution is fully integrated to delivery everything a law firm needs with seamless precision.
LawMaster Brand:
Our logo and brand reflects our premium place in the Marketplace and is inspired by our proven reputation. LawMaster is the highest quality law practice technology. It is professional, powerfully capable and coveted by others. Our colour-palette and ribbon are drawn from historical symbols that represent ‘first-class’ or ‘best-in-class’. A blue ribbon product and service.
Our brand promise is Upgrade, therefore when law firms or legal departments want to take their business to the next level they upgrade with LawMaster.
Our brand language includes the following wording:
Integrated | Intelligent | Indispensable
Our website is www.lawmaster.com.au  we have used a copywriter to keep the language used on the site within our brand guidelines. Please review at your leisure.
Our audience is a mix of Lawyers, Practice Managers, IT Managers or Consultants and Managing Partners all working within the Australasian legal profession. They see themselves as highly educated, intelligent individuals. The tone of the message should not be condescending. They prefer facts to be expressed clearly using an excellent command of the English language. Being an Australian company we use the Australian spelling of the English language
We are looking to create blog posts around the key pain points experienced by law firms & legal departments within Corporate or Government agencies. These are:
•	Managing multiple systems
•	Improving manual processes and reduce double handling
•	The paperless office
•	Outgrowing existing systems
•	Cloud computing
•	Mobility & accessibility
•	Compliance (with trust accounting or process in general)
•	Time recording and billing
These initial set of posts do not need to be specific to LawMaster, we are looking to become a recognised voice within the Legal software industry in Australia & New Zealand.

Other reference sites in our region for writers to familiarise themselves:
https://www.alpma.com.au/a-survival-guide-for-legal-practice-managers
https://www.infotrack.com.au/blog/ (competitor)
https://blog.leap.com.au/ (competitor)
https://www.lawyersalliance.com.au/news/category/media-releases
https://www.legalpracticeintelligence.com.au/
https://globalx.com.au/news (competitor)
https://www.julianmidwinter.com.au/blog/
https://www.lawsociety.org.nz/news-and-communications/latest-news
https://www.australasianlawyer.com.au/
https://www.lawyersweekly.com.au/
https://www.filepro.com.au/blog/ (competitor)
https://www.actionstep.com/au/resources/blog/ (competitor)",300,Basic - 300 words,Legal,0,6,9,expired,2018-03-09T00:00:00.000-07:00,2018-07-05T00:00:00.000-06:00,118
16455,17218,20,Content,0.19047619047619047,17,4,2018-07-05T00:00:00.000-06:00,"Always include a summary paragraph that ""sells"" KC Home Medical Supply as a supplier/provider of the blog topic. It should have a call-to-action, requesting readers to contact KCHMS, and link to https://www.kchomemed.com/contact-us

For topical vs. promotional: each month, we'd like to include a post that relates to the ongoing monthly special, which is usually updated the first business day of the month (https://www.kchomemed.com/specials). For general line-up: we're looking at power mobility/scooters/wheelchairs for April, respiratory/CPAP equipment for May

KC Home Medical Supply also does not accept Medicare, so Medicare should not be mentioned/be a main topic focus",300,Basic - 300 words,Healthcare/Medical,8,29,2,active,2018-03-09T00:00:00.000-07:00,,119
16456,11477,10,BlogMutt Complete,0.2222222222222222,7,2,2018-04-18T00:00:00.000-06:00,"We like posts broken up with subheadings for readability.

Though some of these topics are technical in nature, most should be written so that non-technical readers (such as an office manager at a law firm looking to make wise business decisions to save the firm money) will understand the content.  ",600,Basic - 600 words,IT & Data Security,4,15,5,expired,2018-03-09T00:00:00.000-07:00,2018-05-07T00:00:00.000-06:00,61
16461,27561,0,Content,0.3939393939393939,20,13,2018-06-29T00:00:00.000-06:00,international Wedding Photographers that Believe in True Love! Wedding Photography for New Jersey Philadelphia international & Destination Weddings,600,Basic - 600 words,Photography,0,34,1,expired,2018-05-31T00:00:00.000-06:00,2018-06-29T00:00:00.000-06:00,30
16464,27036,1,Content,,0,0,,"Do not link to competitors.

Location is Cherry Hills Neighborhood, Denver, CO NOT Cherry Creek Neighborhood, Denver, CO",300,Basic - 300 words,Hospitality,1,3,5,expired,2018-03-11T00:00:00.000-07:00,2018-03-11T00:00:00.000-07:00,1
16466,27564,1,Content,1.0,0,1,,We are an HVAC company that specializes in repairs and replacements of residential heating and air conditioning. We also offer duct cleaning services and seamless rain gutters.,600,Basic - 600 words,Home Repair & Home Maintenance,1,6,0,expired,2018-03-10T00:00:00.000-07:00,2018-04-10T00:00:00.000-06:00,51
16467,26931,0,Content,0.0,2,0,2018-03-18T00:00:00.000-06:00,"My business is located in Toronto, Canada. We are an award winning digital marketing agency. We pride ourselves on being very detail oriented and I personally pride myself it the accomplishments we've had that differentiate us from our competitors. Top quality work, all the time. ",600,Basic - 600 words,Marketing & Advertising,0,2,7,expired,2018-03-10T00:00:00.000-07:00,2018-03-22T00:00:00.000-06:00,31
16472,27568,0,Content,0.0,4,0,2018-07-04T00:00:00.000-06:00,"Please never link to other blogs unless whitelisted in the writing request. Please don't use Wikipedia as a reference, feel free to use the sources that Wikipedia links to.",1000,Basic - 1000 words,Food & Nutrition,0,4,1,canceled,2018-03-11T00:00:00.000-07:00,2018-07-04T00:00:00.000-06:00,117
16476,16772,1,Content,0.23076923076923078,10,3,2018-05-11T00:00:00.000-06:00,"The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. 

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail about the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

**Do not use the words “tenant” and “complex”. Instead, use ""resident"" or ""community""
**Do not write about anything with a religious affiliation
",300,Basic - 300 words,Real Estate (Residential),6,21,86,expired,2018-03-12T00:00:00.000-06:00,2018-05-11T00:00:00.000-06:00,84
16477,16772,1,Content,0.1111111111111111,16,2,2018-06-27T00:00:00.000-06:00,"The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. 

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail about the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

**Do not use the words “tenant” and “complex”. Instead, use ""resident"" or ""community""
**Do not write about anything with a religious affiliation",300,Basic - 300 words,Real Estate (Residential),4,22,86,active,2018-03-12T00:00:00.000-06:00,,116
16479,27573,0,+Optimize,0.1,9,1,2018-07-01T00:00:00.000-06:00,"----Some references (look for 'quttera' on the pages listed below)---
1) https://developers.google.com/web/fundamentals/security/hacked/fixing_the_japanese_keyword_hack
2) https://developers.google.com/web/fundamentals/security/hacked/fixing_the_cloaked_keywords_hack
3) https://www.godaddy.com/garage/3-best-virus-removal-tools-for-small-business-websites/
4) http://blog.virustotal.com/2013/01/virustotalurlscannersextendquttera-eset.html
5) https://geekflare.com/website-malware-scanning/

---- General info  ---
We specialize on detection of web based threats. Our leading website antimalware platform and solutions help companies quickly establish the efficient cybersecurity risk management to ensure hacking does not disrupt the business. We use blogging (https://blog.quttera.com/) to provide updates on:

1. General topics/ news/ trends in website security / antimalware / cybersecurity
https://blog.quttera.com/post/what-is-cryptojacking/
https://blog.quttera.com/post/bitcoin-mining-using-visitors-machines/
https://blog.quttera.com/post/top-4-reasons-why-hackers-plant-geolocation-malware-on-websites/

2. Specific topics on the malware campaigns (malware cleanup details) in the wild that are being detected by our malware expert team / customer support team. e.g. 
https://blog.quttera.com/post/joomla-templates-under-hacking-attack/
https://blog.quttera.com/post/self-recovering-spam-bot-launched-exploitation-from-entire-ip-sub-network/
https://blog.quttera.com/post/self-recovering-black-seo-spam-infection-hits-wordpress-setups/

3. Security tips
https://blog.quttera.com/post/preventing-brute-force-attacks-on-websites/
https://blog.quttera.com/post/phishing-for-a-gold-medal/
https://blog.quttera.com/post/ransomware-and-website-security/

The marketing goals of the blog are:
Highlight Quttera's expertise and technology advantage 
Drive new B2C sales (right side bar with signup plans for website protection)
Drive new B2B sales (direct contact with our sales team)
4. Targeting specific audience of potential customers. B2C.
Audience: Small and Medium Businesses.
Post: https://blog.quttera.com/post/website-anti-malware-for-small-and-medium-business-myths-revealed/
",1000,Basic - 1000 words,IT & Data Security,0,10,5,active,2018-03-13T00:00:00.000-06:00,,115
16482,27576,1,Content,0.0,1,0,2018-03-21T00:00:00.000-06:00,"http://www.astrostudios.com/
- We aspire to be like Astro :)

http://www.inkagency.com/
- This is one of our local competitors

DO NOT CHANGE THIS BOILERPLATE.
About CRISPx: Since 1992, CRISPx has been helping companies navigate the brand building process. The marketing company thoroughly researches the consumer, company and competition behind each of its clients, creating a signature brand experience that connects with consumers in a meaningful way. Its marketing team uses the latest industry trends and consumer data to create a unique voice for each of its clients that builds trust and influence. For more information, all interested parties can email hello@crispx.com or visit crispx.com.",300,Basic - 300 words,Marketing & Advertising,2,3,0,active,2018-03-13T00:00:00.000-06:00,,115
16483,17170,1,Content,0.0,15,0,2018-07-03T00:00:00.000-06:00,,1000,Basic - 1000 words,Healthcare/Medical,3,18,1,active,2018-03-13T00:00:00.000-06:00,,115
16485,22916,1,Content,0.4,3,2,2018-05-24T00:00:00.000-06:00,,300,Basic - 300 words,Food & Nutrition,2,7,28,active,2018-03-13T00:00:00.000-06:00,,115
16490,27582,0,Content,0.18181818181818182,9,2,2018-07-04T00:00:00.000-06:00,"So you’re keen to write for Vet&Pet Jobs? Excellent…we’re keen to hear your idea BUT before you begin, let’s chat about the editorial guidelines that work best for our audience…
https://www.vetpetjobs.com.au/editorial-guidelines/
",1000,Basic - 1000 words,Healthcare/Medical,1,13,4,active,2018-03-13T00:00:00.000-06:00,,115
16494,27586,4,Content,0.0,6,0,2018-06-19T00:00:00.000-06:00,"My business is located in Traverse City Michigan. Please use local keywords for the wedding photography industry, outdoor weddings, lake Michigan weddings, and fine art photography in general.",600,Annual Basic - 600 words,Photography,6,12,3,active,2018-04-04T00:00:00.000-06:00,,93
16495,27587,0,Content,0.14285714285714285,6,1,2018-04-17T00:00:00.000-06:00,"Business is located in Toronto and provides wedding photography in Toronto mostly, and destinations worldwide. Smaller photography studio that focusses on client relations and a tailored client experience.",600,Basic - 600 words,Photography,1,8,3,expired,2018-03-31T00:00:00.000-06:00,2018-05-15T00:00:00.000-06:00,45
